FTHG,FTAG,HST,AST,B365H,B365D,B365A,FTR
2,3,4.0,5.0,2.1282513661202187,3.332021857923497,3.4221311475409837,A
2,1,5.0,4.0,1.83,3.25,4.0,H
1,1,5.0,10.0,2.37,3.2,2.62,D
3,2,5.0,4.0,2.0,3.25,3.25,H
1,1,3.0,3.0,1.8,3.25,4.0,D
2,0,2.0,0.0,2.1,3.25,3.0,H
1,2,1.0,4.0,2.3,3.2,2.7,A
1,2,5.0,8.0,2.1,3.2,3.1,A
0,1,2.0,3.0,2.25,3.25,2.75,A
3,0,6.0,6.0,1.61,3.4,5.0,H
0,1,2.0,1.0,2.5,3.2,2.5,A
3,3,6.0,6.0,2.2,3.25,2.8,D
5,1,8.0,8.0,1.5,3.5,6.0,H
1,2,6.0,9.0,2.37,3.2,2.62,A
1,0,2.0,4.0,3.0,3.25,2.1,H
0,1,5.0,3.0,1.72,3.4,4.2,A
2,0,8.0,4.0,1.9,3.25,3.5,H
1,1,7.0,4.0,2.1282513661202187,3.332021857923497,3.4221311475409837,D
3,1,8.0,3.0,1.9,3.25,3.5,H
1,1,8.0,5.0,2.2,3.25,2.8,D
0,3,4.0,6.0,2.8,3.25,2.2,A
0,1,3.0,5.0,2.2,3.25,2.8,A
1,0,3.0,3.0,1.83,3.25,3.75,H
0,3,5.0,6.0,2.37,3.2,2.62,A
3,3,10.0,10.0,1.57,3.4,5.5,D
1,1,2.0,1.0,2.5,3.2,2.5,D
3,0,6.0,3.0,2.3,3.2,2.7,H
1,3,4.0,5.0,2.5,3.25,2.4,A
2,3,7.0,7.0,2.2,3.25,2.75,A
0,1,5.0,5.0,1.57,3.5,5.0,A
0,0,5.0,5.0,2.3,3.2,2.7,D
2,1,11.0,6.0,1.36,3.75,8.0,H
0,0,6.0,3.0,1.8,3.4,3.6,D
1,0,4.0,4.0,2.0,3.4,3.0,H
0,2,2.0,6.0,1.9,3.25,3.5,A
2,0,4.0,5.0,2.25,3.25,2.75,H
2,2,3.0,10.0,2.25,3.25,2.75,D
2,1,5.0,4.0,2.7,3.25,2.25,H
0,5,4.0,9.0,2.25,3.25,2.75,A
1,1,2.0,3.0,2.25,3.25,2.75,D
3,0,5.0,4.0,2.75,3.25,2.25,H
0,0,3.0,2.0,2.1,3.25,3.0,D
1,1,4.0,5.0,2.25,3.25,2.75,D
4,0,4.0,0.0,1.57,3.5,5.5,H
1,1,2.0,5.0,2.0,3.25,3.25,D
0,2,4.0,7.0,1.8,3.4,3.6,A
0,3,3.0,5.0,2.62,3.25,2.37,A
0,3,5.0,6.0,2.0,3.25,3.25,A
3,0,9.0,2.0,1.8,3.4,3.6,H
6,0,15.0,1.0,1.8,3.3,3.75,H
2,2,5.0,4.0,2.1,3.25,3.0,D
4,0,7.0,0.0,2.0,3.25,3.25,H
1,0,5.0,5.0,2.37,3.2,2.62,H
1,1,6.0,4.0,2.2,3.25,2.8,D
2,1,6.0,4.0,1.72,3.4,4.2,H
2,0,2.0,1.0,2.75,3.25,2.25,H
1,0,2.0,4.0,1.61,3.4,5.0,H
0,1,0.0,4.0,2.2,3.25,2.8,A
1,1,0.0,4.0,2.3,3.3,2.62,D
1,4,1.0,3.0,2.5,3.2,2.5,A
1,0,2.0,2.0,1.5,3.5,6.0,H
2,3,9.0,5.0,1.9,3.25,3.5,A
1,3,1.0,3.0,1.57,3.4,5.5,A
2,3,5.0,11.0,2.37,3.2,2.62,A
1,0,4.0,6.0,2.75,3.25,2.25,H
2,1,3.0,4.0,2.1,3.25,3.0,H
2,2,5.0,3.0,2.25,3.25,2.75,D
1,1,5.0,2.0,1.83,3.25,3.75,D
3,1,4.0,12.0,2.3,3.2,2.7,H
0,1,0.0,2.0,2.37,3.2,2.62,A
1,1,8.0,4.0,2.5,3.2,2.5,D
1,1,2.0,2.0,1.83,3.25,3.75,D
1,0,1.0,0.0,1.83,3.25,3.75,H
1,0,6.0,2.0,1.66,3.4,4.5,H
0,1,3.0,4.0,4.5,3.3,1.8,A
2,1,7.0,5.0,1.72,3.3,4.33,H
4,2,10.0,7.0,1.66,3.4,4.5,H
2,2,3.0,7.0,2.1,3.2,3.1,D
1,2,7.0,7.0,1.8,3.3,4.0,A
3,1,8.0,1.0,2.37,3.2,2.62,H
2,0,3.0,1.0,2.0,3.25,3.25,H
0,0,2.0,0.0,1.61,3.4,5.0,D
4,0,8.0,4.0,2.25,3.25,2.75,H
0,0,4.0,6.0,1.9,3.25,3.6,D
1,0,4.0,1.0,2.37,3.25,2.62,H
1,2,1.0,3.0,2.2,3.25,2.87,A
2,0,7.0,5.0,2.5,3.4,2.37,H
2,0,5.0,2.0,2.2,3.4,2.7,H
2,0,8.0,3.0,1.9,3.4,3.4,H
0,1,4.0,5.0,3.1,3.4,2.0,A
4,1,5.0,5.0,2.1,3.4,2.87,H
1,1,6.0,5.0,1.85,3.4,3.6,D
2,2,4.0,2.0,1.66,3.75,4.0,D
0,1,9.0,4.0,1.72,3.75,3.75,A
2,3,3.0,4.0,2.5,3.2,2.5,A
0,1,2.0,1.0,4.0,3.4,1.75,A
3,0,3.0,0.0,2.25,3.4,2.62,H
2,2,9.0,4.0,1.57,3.8,4.5,D
1,2,7.0,6.0,2.2,3.2,2.87,A
0,0,2.0,1.0,1.55,3.4,5.75,D
2,1,4.0,3.0,2.15,3.2,3.0,H
0,0,3.0,4.0,2.25,3.2,2.75,D
0,1,4.0,3.0,1.75,3.4,4.0,A
0,1,5.0,3.0,1.95,3.25,3.4,A
0,2,2.0,8.0,2.4,3.2,2.62,A
2,0,5.0,3.0,1.65,3.4,4.75,H
1,2,11.0,7.0,2.1,3.25,3.0,A
0,1,4.0,5.0,2.75,3.2,2.3,A
2,1,4.0,2.0,1.9,3.25,3.5,H
0,1,4.0,3.0,2.3,3.25,2.62,A
2,1,2.0,1.0,1.57,3.4,5.5,H
3,3,5.0,5.0,1.5,3.4,6.5,D
2,1,6.0,7.0,1.6,3.4,5.25,H
2,2,11.0,5.0,1.8,3.25,4.0,D
2,2,8.0,6.0,2.0,3.25,3.2,D
2,0,6.0,4.0,1.83,3.3,3.75,H
1,0,1.0,2.0,1.95,3.25,3.4,H
1,2,4.0,4.0,2.8,3.2,2.25,A
2,2,5.0,2.0,1.28,4.75,8.0,D
0,0,2.0,4.0,2.15,3.25,3.0,D
1,2,4.0,2.0,3.4,3.25,2.1,A
3,2,5.0,4.0,2.1,3.2,3.5,H
2,1,3.0,5.0,2.05,3.25,3.5,H
1,5,2.0,8.0,5.75,3.4,1.55,A
2,2,5.0,4.0,2.5,3.3,2.45,D
0,0,2.0,2.0,2.15,3.25,2.87,D
1,0,5.0,3.0,2.0,3.25,3.2,H
0,0,0.0,4.0,2.45,3.2,2.6,D
4,0,7.0,6.0,2.4,3.4,2.45,H
5,0,8.0,3.0,1.53,3.4,6.0,H
4,1,8.0,4.0,1.83,3.25,3.8,H
2,0,8.0,0.0,2.0,3.2,3.4,H
2,1,4.0,4.0,3.0,3.2,2.15,H
1,1,5.0,5.0,2.05,3.25,3.2,D
0,0,3.0,5.0,2.15,3.25,2.9,D
2,0,6.0,2.0,2.2,3.25,3.2,H
0,2,1.0,5.0,2.8,3.25,2.3,A
0,3,2.0,4.0,2.37,3.2,2.7,A
4,2,9.0,3.0,1.4,3.75,8.0,H
1,1,8.0,4.0,1.5,3.75,5.75,D
1,0,4.0,5.0,2.8,3.25,2.2,H
1,4,8.0,4.0,1.66,3.5,4.33,A
0,0,6.0,2.0,3.5,3.5,1.83,D
0,1,5.0,5.0,1.83,3.4,3.6,A
1,2,9.0,6.0,3.1,3.2,2.1,A
4,2,4.0,2.0,3.2,3.3,1.95,H
1,2,8.0,5.0,1.61,3.75,4.33,A
4,2,5.0,2.0,1.72,3.4,4.2,H
0,1,5.0,4.0,1.9,3.25,3.5,A
1,2,5.0,4.0,2.1,3.25,3.0,A
1,1,4.0,3.0,1.57,3.6,5.0,D
3,1,4.0,2.0,1.8,3.25,4.0,H
2,2,4.0,5.0,2.25,3.25,2.75,D
4,1,6.0,7.0,2.25,3.25,2.75,H
1,1,5.0,0.0,1.28,4.5,9.0,D
4,2,4.0,5.0,2.8,3.25,2.2,H
1,0,4.0,4.0,2.5,3.2,2.5,H
1,2,6.0,2.0,2.5,3.2,2.5,A
3,0,3.0,1.0,1.5,3.5,6.0,H
0,3,1.0,3.0,4.0,3.25,1.8,A
0,1,3.0,1.0,2.0,3.25,3.25,A
2,1,4.0,5.0,1.8,3.25,4.0,H
1,3,4.0,5.0,1.5,3.5,6.0,A
1,2,5.0,5.0,1.66,3.4,4.5,A
1,0,11.0,1.0,2.37,3.2,2.62,H
1,0,3.0,2.0,2.0,3.25,3.25,H
1,2,2.0,3.0,2.25,3.25,2.75,A
0,6,3.0,9.0,2.62,3.2,2.37,A
0,2,0.0,1.0,1.8,3.25,4.0,A
2,2,1.0,4.0,2.62,3.2,2.37,D
1,1,1.0,2.0,1.61,3.4,5.0,D
2,1,3.0,5.0,1.95,3.25,3.4,H
2,1,7.0,5.0,1.83,3.25,3.8,H
1,1,6.0,3.0,1.61,3.4,4.75,D
2,2,2.0,4.0,1.9,3.25,3.5,D
1,0,2.0,3.0,2.1,3.25,3.0,H
3,2,3.0,12.0,2.25,3.4,2.62,H
2,0,3.0,5.0,1.5,4.0,5.25,H
2,3,11.0,11.0,2.9,3.25,2.15,A
1,0,2.0,1.0,2.3,3.25,2.7,H
2,0,5.0,9.0,2.7,3.2,2.3,H
0,2,1.0,3.0,2.2,3.25,2.8,A
1,0,12.0,4.0,1.6,3.4,5.25,H
3,0,8.0,1.0,2.5,3.2,2.5,H
2,2,4.0,7.0,1.83,3.25,3.75,D
2,2,6.0,4.0,1.66,3.4,4.5,D
1,1,7.0,3.0,2.2,3.2,2.9,D
1,3,2.0,3.0,2.5,3.1,2.5,A
3,0,6.0,5.0,1.8,3.25,3.75,H
1,1,5.0,2.0,1.72,3.4,4.2,D
2,1,5.0,3.0,2.3,3.25,2.62,H
1,0,5.0,0.0,3.2,3.25,2.0,H
3,1,4.0,2.0,2.2,3.2,2.9,H
3,2,3.0,8.0,2.3,3.25,2.62,H
1,0,6.0,4.0,2.4,3.2,2.6,H
3,1,5.0,6.0,2.4,3.2,2.6,H
1,2,6.0,5.0,2.0,3.2,3.25,A
2,0,5.0,6.0,2.2,3.25,2.8,H
1,1,11.0,4.0,1.72,3.4,4.2,D
1,2,7.0,3.0,2.2,3.25,2.8,A
1,1,7.0,12.0,1.61,3.4,5.0,D
1,2,3.0,6.0,2.37,3.2,2.62,A
2,1,13.0,1.0,1.33,4.33,7.5,H
0,1,7.0,11.0,2.4,3.2,2.6,A
1,2,8.0,8.0,2.3,3.2,2.7,A
2,2,7.0,4.0,1.66,3.4,4.5,D
4,0,8.0,9.0,2.37,3.2,2.62,H
2,3,11.0,8.0,2.37,3.2,2.62,A
1,0,3.0,5.0,2.25,3.25,3.1,H
2,3,4.0,5.0,2.5,3.2,2.5,A
0,2,4.0,6.0,1.85,3.25,3.75,A
0,0,3.0,3.0,1.36,4.0,7.5,D
0,1,9.0,2.0,2.5,3.2,2.5,A
1,3,9.0,3.0,1.66,3.4,4.5,A
3,0,7.0,1.0,2.2,3.2,2.87,H
2,2,8.0,4.0,3.0,3.25,2.1,D
3,2,12.0,6.0,2.0,3.1,3.4,H
1,3,3.0,3.0,1.75,3.4,3.8,A
1,0,1.0,0.0,1.75,3.4,4.0,H
3,2,5.0,6.0,2.4,3.2,2.6,H
1,2,11.0,7.0,1.83,3.25,3.75,A
0,0,5.0,3.0,2.2,3.3,2.75,D
4,1,7.0,2.0,1.65,3.4,4.5,H
3,2,6.0,7.0,1.72,3.4,4.2,H
1,0,6.0,5.0,1.66,3.5,4.33,H
0,1,7.0,1.0,2.6,3.2,2.4,A
1,0,3.0,2.0,4.2,3.4,1.72,H
3,0,3.0,0.0,1.9,3.4,3.5,H
0,1,5.0,10.0,1.8,3.4,3.8,A
2,0,4.0,1.0,1.9,3.25,3.5,H
2,1,3.0,1.0,1.66,3.4,4.5,H
3,0,9.0,11.0,2.2,3.25,2.8,H
0,1,5.0,3.0,1.9,3.25,3.5,A
0,0,7.0,4.0,1.66,3.4,4.5,D
1,0,8.0,3.0,1.83,3.25,3.75,H
0,0,7.0,4.0,1.44,3.75,6.5,D
1,2,7.0,5.0,2.8,3.25,2.2,A
2,3,4.0,11.0,2.62,3.2,2.37,A
1,2,7.0,6.0,2.1,3.25,3.0,A
0,1,4.0,3.0,2.8,3.25,2.2,A
2,1,3.0,4.0,1.9,3.25,3.5,H
0,1,3.0,1.0,1.72,3.4,4.2,A
2,2,8.0,10.0,1.9,3.25,3.5,D
1,2,2.0,2.0,2.5,3.25,2.4,A
1,0,3.0,3.0,1.57,3.5,5.0,H
1,0,2.0,4.0,1.57,3.5,5.0,H
1,1,7.0,6.0,1.44,3.75,6.0,D
0,1,9.0,5.0,2.4,3.25,2.5,A
1,2,2.0,5.0,2.5,3.1,2.5,A
0,1,5.0,2.0,3.0,3.25,2.1,A
0,1,1.0,7.0,1.83,3.25,3.6,A
0,0,7.0,3.0,1.66,3.5,4.5,D
0,0,2.0,3.0,2.5,3.4,2.4,D
2,1,5.0,9.0,2.6,3.2,2.4,H
3,2,8.0,3.0,2.8,3.2,2.25,H
1,1,4.0,2.0,1.72,3.4,4.2,D
1,0,4.0,5.0,1.9,3.25,3.5,H
1,3,6.0,7.0,2.0,3.25,3.3,A
3,1,8.0,3.0,1.9,3.4,3.4,H
1,1,5.0,12.0,1.8,3.25,4.0,D
3,2,9.0,9.0,1.9,3.4,3.4,H
1,2,3.0,4.0,1.8,3.25,4.0,A
0,2,3.0,6.0,2.25,3.3,3.0,A
2,1,6.0,5.0,1.9,3.4,3.4,H
3,2,5.0,1.0,1.57,3.6,5.0,H
0,0,5.0,3.0,1.72,3.5,4.0,D
3,1,5.0,4.0,2.6,3.2,2.4,H
1,3,3.0,5.0,2.25,3.25,2.75,A
5,0,11.0,7.0,1.72,3.5,4.0,H
0,2,4.0,9.0,1.83,3.25,3.75,A
0,1,4.0,4.0,2.25,3.25,2.75,A
1,0,10.0,4.0,1.57,3.4,5.5,H
2,1,9.0,6.0,1.72,3.25,4.33,H
1,3,7.0,7.0,2.1,3.25,3.0,A
2,0,3.0,0.0,1.9,3.25,3.5,H
2,2,4.0,1.0,2.75,3.25,2.25,D
2,1,4.0,4.0,2.4,3.2,2.6,H
1,1,7.0,7.0,2.4,3.2,2.6,D
1,3,6.0,11.0,2.1,3.25,3.0,A
2,1,8.0,6.0,2.3,3.2,2.7,H
4,1,5.0,5.0,1.61,3.4,5.0,H
2,0,9.0,5.0,1.83,3.25,3.75,H
1,1,5.0,6.0,2.37,3.2,2.62,D
4,0,13.0,1.0,1.66,3.4,4.5,H
3,0,3.0,4.0,2.37,3.2,2.62,H
0,1,7.0,1.0,2.75,3.25,2.25,A
1,1,3.0,2.0,2.5,3.2,2.5,D
2,0,7.0,7.0,1.72,3.4,4.2,H
0,0,5.0,0.0,1.53,3.5,5.5,D
3,1,9.0,5.0,1.9,3.25,3.5,H
1,2,4.0,7.0,1.44,3.75,6.5,A
1,0,1.0,5.0,2.7,3.2,2.3,H
3,2,2.0,3.0,2.37,3.25,2.62,H
0,1,4.0,4.0,2.87,3.3,2.2,A
3,0,6.0,1.0,2.5,3.2,2.5,H
4,1,10.0,4.0,1.66,3.5,4.33,H
1,1,10.0,2.0,2.2,3.25,2.8,D
1,2,6.0,6.0,2.25,3.25,2.75,A
3,2,6.0,3.0,2.25,3.25,2.75,H
1,3,3.0,7.0,2.75,3.25,2.25,A
0,1,2.0,1.0,2.5,3.2,2.5,A
1,1,1.0,1.0,2.0,3.25,3.25,D
2,2,10.0,5.0,1.66,3.5,4.33,D
0,1,4.0,8.0,1.57,3.6,6.0,A
3,1,6.0,4.0,1.9,3.25,3.5,H
1,1,2.0,2.0,1.5,3.5,6.0,D
2,1,7.0,7.0,2.2,3.25,2.8,H
0,1,7.0,2.0,2.8,3.2,2.25,A
1,1,4.0,4.0,2.8,3.25,2.2,D
0,2,10.0,8.0,1.44,3.75,6.5,A
1,0,5.0,1.0,1.83,3.25,3.75,H
1,1,3.0,2.0,2.37,3.2,2.7,D
0,4,2.0,11.0,2.75,3.2,2.3,A
2,0,5.0,4.0,2.3,3.2,2.7,H
1,2,2.0,3.0,1.72,3.25,4.5,A
1,0,2.0,2.0,1.7,3.3,4.5,H
2,1,4.0,8.0,2.7,3.2,2.37,H
2,1,3.0,5.0,2.25,3.25,2.7,H
2,2,2.0,2.0,2.62,3.2,2.37,D
2,1,6.0,2.0,1.9,3.3,3.4,H
1,1,2.0,2.0,2.0,3.3,3.1,D
1,2,2.0,3.0,2.0,3.5,3.0,A
0,2,0.0,3.0,2.45,3.2,2.6,A
1,1,5.0,2.0,1.66,3.4,4.5,D
0,2,6.0,5.0,3.1,3.25,2.05,A
0,2,2.0,6.0,2.1,3.25,3.0,A
2,2,8.0,5.0,1.72,3.3,4.33,D
2,0,3.0,4.0,2.3,3.25,2.7,H
1,0,1.0,4.0,1.95,3.25,3.4,H
1,0,12.0,7.0,1.7,3.4,4.33,H
1,0,4.0,6.0,2.8,3.2,2.25,H
2,3,6.0,10.0,2.4,3.2,2.6,A
0,2,2.0,7.0,1.7,3.4,4.33,A
1,0,9.0,7.0,1.53,3.5,5.5,H
1,0,2.0,1.0,1.61,3.4,5.0,H
0,0,2.0,1.0,1.8,3.25,4.0,D
4,1,7.0,3.0,1.72,3.3,4.33,H
1,4,5.0,4.0,2.6,3.4,2.3,A
1,1,2.0,8.0,1.9,3.3,3.5,D
1,3,6.0,7.0,3.0,3.3,2.1,A
2,2,5.0,4.0,2.5,3.4,2.4,D
2,2,9.0,2.0,2.2,3.25,2.8,D
2,2,8.0,4.0,1.83,3.25,3.75,D
2,1,6.0,4.0,1.72,3.25,4.33,H
3,0,6.0,0.0,1.83,3.25,3.75,H
1,3,8.0,8.0,2.5,3.2,2.5,A
0,3,4.0,8.0,2.2,3.25,2.8,A
1,3,4.0,2.0,3.25,3.25,2.0,A
1,1,7.0,4.0,2.2,3.25,2.87,D
2,1,10.0,5.0,2.1,3.25,3.0,H
0,2,5.0,4.0,2.1,3.25,3.0,A
2,1,9.0,3.0,1.57,3.4,5.5,H
1,2,2.0,5.0,2.0,3.5,3.0,A
2,2,4.0,4.0,2.0,3.4,3.1,D
1,2,7.0,3.0,2.2,3.4,2.7,A
2,0,2.0,0.0,1.44,3.75,6.5,H
0,1,3.0,4.0,1.8,3.25,4.0,A
2,0,7.0,1.0,2.1,3.2,3.1,H
3,0,6.0,5.0,2.37,3.25,2.6,H
1,4,5.0,9.0,4.0,3.5,1.72,A
1,2,3.0,7.0,2.1,3.2,3.1,A
2,2,3.0,2.0,2.15,3.2,3.0,D
0,0,2.0,1.0,1.66,3.5,4.5,D
5,0,10.0,2.0,2.3,3.2,2.7,H
1,0,3.0,8.0,2.37,3.2,2.62,H
1,1,7.0,5.0,1.36,4.0,7.5,D
2,1,8.0,1.0,1.61,3.4,5.0,H
1,3,9.0,3.0,1.53,3.5,5.5,A
1,0,10.0,1.0,1.9,3.25,3.5,H
2,2,8.0,7.0,2.25,3.25,2.75,D
0,1,7.0,6.0,3.75,3.25,1.83,A
2,0,2.0,1.0,2.62,3.2,2.37,H
0,1,8.0,3.0,2.62,3.2,2.37,A
2,1,6.0,1.0,1.61,3.4,5.0,H
0,2,0.0,3.0,2.4,3.25,2.55,A
2,1,1.0,2.0,1.83,3.4,4.2,H
2,1,5.0,4.0,2.5,3.2,2.5,H
1,0,5.0,6.0,1.72,3.4,4.2,H
0,2,7.0,5.0,1.5,3.5,6.0,A
2,2,7.0,7.0,2.1,3.2,3.1,D
0,4,3.0,9.0,2.0,3.25,3.25,A
1,2,6.0,4.0,1.9,3.25,3.5,A
1,0,7.0,5.0,1.8,3.4,4.33,H
2,2,4.0,2.0,1.95,3.2,3.4,D
0,5,5.0,6.0,2.75,3.4,2.15,A
1,0,3.0,4.0,1.95,3.4,3.2,H
0,0,6.0,3.0,2.05,3.4,2.9,D
0,1,1.0,3.0,1.5,3.8,5.25,A
0,1,3.0,5.0,1.66,3.5,4.2,A
1,2,6.0,7.0,4.5,3.5,1.65,A
3,1,6.0,7.0,2.9,3.4,2.1,H
3,1,8.0,5.0,1.45,3.75,6.0,H
3,2,4.0,6.0,2.4,3.3,2.5,H
0,3,2.0,11.0,3.0,3.25,2.1,A
1,1,6.0,5.0,1.72,3.5,4.0,D
1,1,7.0,1.0,1.44,3.75,6.5,D
1,0,7.0,0.0,2.1,3.25,3.0,H
0,0,4.0,3.0,2.0,3.25,3.25,D
0,1,3.0,6.0,2.1,3.4,2.87,A
1,0,2.0,0.0,2.1,3.25,3.0,H
1,1,2.0,3.0,1.9,3.4,3.4,D
0,0,6.0,2.0,1.44,3.75,6.5,D
1,0,7.0,6.0,2.1,3.25,3.0,H
2,0,8.0,9.0,1.8,3.25,4.0,H
2,1,6.0,14.0,1.8,3.25,4.0,H
1,0,2.0,2.0,2.62,3.2,2.37,H
0,0,5.0,2.0,2.5,3.2,2.5,D
2,3,4.0,7.0,2.0,3.25,3.25,A
1,1,5.0,5.0,2.75,3.25,2.25,D
1,1,9.0,5.0,1.9,3.25,3.5,D
1,1,10.0,10.0,2.1,3.25,3.0,D
2,1,3.0,3.0,2.25,3.25,2.75,H
1,1,4.0,3.0,2.25,3.25,2.75,D
1,1,4.0,2.0,2.62,3.2,2.37,D
4,2,10.0,8.0,2.1,3.25,3.0,H
0,1,5.0,3.0,1.57,3.5,5.0,A
3,1,4.0,4.0,1.9,3.25,3.5,H
1,1,9.0,11.0,1.72,3.4,4.0,D
0,4,2.0,7.0,2.0,3.25,3.25,A
2,2,9.0,6.0,2.4,3.2,2.6,D
1,0,4.0,3.0,1.9,3.25,3.5,H
0,1,9.0,6.0,2.1,3.25,3.0,A
0,0,5.0,4.0,2.0,3.25,3.25,D
2,1,4.0,3.0,2.5,3.2,2.5,H
3,1,6.0,3.0,2.3,3.2,2.7,H
0,0,6.0,4.0,2.3,3.2,2.7,D
2,1,7.0,5.0,1.66,3.4,4.5,H
1,1,4.0,10.0,2.37,3.2,2.62,D
2,1,7.0,2.0,2.5,3.2,2.5,H
0,1,8.0,4.0,1.83,3.25,3.75,A
2,0,10.0,1.0,1.66,3.4,4.5,H
1,2,4.0,4.0,2.6,3.2,2.4,A
7,0,8.0,5.0,2.3,3.3,2.62,H
3,0,8.0,1.0,2.6,3.2,2.4,H
0,2,3.0,7.0,2.25,3.25,2.75,A
1,0,2.0,7.0,2.2,3.25,2.8,H
0,1,5.0,2.0,1.72,3.4,4.2,A
2,0,10.0,7.0,1.6,3.5,5.0,H
0,0,2.0,2.0,1.83,3.25,3.75,D
5,1,7.0,3.0,2.37,3.2,2.62,H
0,2,5.0,9.0,3.75,3.4,1.8,A
0,2,3.0,6.0,1.72,3.4,4.2,A
3,2,4.0,3.0,2.4,3.4,2.5,H
0,0,8.0,4.0,2.15,3.2,3.0,D
2,0,6.0,3.0,1.8,3.3,3.8,H
4,1,11.0,2.0,1.7,3.5,4.2,H
0,2,3.0,4.0,3.6,3.4,1.83,A
1,2,7.0,5.0,1.83,3.25,3.75,A
0,1,4.0,4.0,2.2,3.4,2.75,A
1,2,1.0,3.0,2.2,3.25,2.8,A
2,1,3.0,12.0,1.44,3.75,6.5,H
1,0,7.0,1.0,1.57,3.6,5.0,H
1,1,5.0,3.0,1.72,3.4,4.2,D
1,0,3.0,4.0,2.1,3.25,3.0,H
1,0,5.0,7.0,2.8,3.25,2.2,H
2,3,9.0,6.0,1.72,3.4,4.2,A
1,5,3.0,7.0,2.37,3.4,2.5,A
0,1,4.0,4.0,2.25,3.25,2.75,A
3,3,4.0,3.0,2.25,3.25,2.75,D
1,1,6.0,1.0,2.3,3.4,2.6,D
1,0,4.0,5.0,2.0,3.25,3.25,H
4,2,6.0,2.0,1.72,3.5,4.0,H
0,2,3.0,5.0,2.5,3.2,2.5,A
4,2,12.0,4.0,2.5,3.5,2.3,H
0,3,8.0,12.0,2.5,3.2,2.5,A
4,4,6.0,6.0,2.5,3.4,2.37,D
1,0,7.0,2.0,2.1,3.25,3.0,H
0,1,5.0,4.0,2.0,3.25,3.25,A
4,0,10.0,7.0,1.57,3.6,5.0,H
4,1,11.0,3.0,1.5,3.75,5.5,H
3,1,11.0,7.0,2.87,3.4,2.1,H
1,1,4.0,3.0,1.72,3.5,4.0,D
3,1,14.0,2.0,1.61,3.75,4.33,H
2,0,7.0,2.0,2.62,3.5,2.2,H
3,0,6.0,3.0,1.66,3.4,4.5,H
4,1,3.0,2.0,1.72,3.5,4.0,H
2,0,3.0,0.0,1.66,3.5,4.33,H
0,4,4.0,3.0,1.66,3.5,4.33,A
2,0,6.0,1.0,2.25,3.25,2.75,H
2,1,6.0,4.0,2.1,3.25,3.0,H
0,1,7.0,6.0,2.1,3.25,3.0,A
0,2,1.0,7.0,4.5,3.6,1.61,A
0,0,4.0,2.0,3.0,3.25,2.1,D
3,0,5.0,4.0,1.72,3.3,4.2,H
2,1,4.0,2.0,3.6,3.4,1.83,H
3,3,5.0,7.0,2.1,3.25,3.0,D
1,0,6.0,1.0,1.7,3.4,4.33,H
0,0,1.0,1.0,2.2,3.25,2.8,D
2,0,7.0,4.0,2.0,3.25,3.25,H
1,0,2.0,4.0,1.7,3.4,4.33,H
3,0,4.0,2.0,1.53,3.5,5.5,H
0,1,4.0,8.0,2.25,3.25,2.75,A
2,0,2.0,5.0,2.1,3.25,3.0,H
3,2,4.0,4.0,1.5,3.75,5.5,H
0,0,2.0,1.0,2.0,3.4,3.1,D
0,1,1.0,4.0,2.62,3.2,2.37,A
0,3,2.0,7.0,2.75,3.25,2.25,A
2,0,4.0,1.0,1.61,3.5,4.75,H
2,0,8.0,6.0,2.2,3.25,2.87,H
0,1,2.0,1.0,2.6,3.25,2.37,A
0,0,1.0,7.0,2.4,3.2,2.6,D
1,0,1.0,1.0,2.25,3.25,2.75,H
1,1,1.0,9.0,2.62,3.5,2.25,D
1,0,19.0,11.0,1.73,3.5,4.0,H
3,0,12.0,3.0,1.8,3.5,3.75,H
2,1,4.0,3.0,1.95,3.4,3.25,H
0,0,5.0,1.0,3.1,3.25,1.95,D
0,0,3.0,1.0,1.66,3.5,4.33,D
1,2,7.0,4.0,1.4,3.75,7.5,A
1,0,11.0,2.0,1.8,3.2,4.0,H
0,0,0.0,0.0,2.0,3.25,3.25,D
2,1,7.0,3.0,2.1,3.3,3.0,H
2,1,9.0,1.0,1.36,4.0,7.5,H
2,1,5.0,6.0,2.1,3.6,2.75,H
1,0,5.0,4.0,1.66,3.4,4.5,H
1,0,1.0,2.0,2.5,3.4,2.37,H
0,1,7.0,6.0,1.83,3.4,3.6,A
3,2,12.0,3.0,1.9,3.5,3.25,H
1,0,4.0,5.0,1.9,3.25,3.5,H
1,3,4.0,6.0,4.2,3.1,1.9,A
1,1,6.0,5.0,1.57,3.3,6.0,D
2,0,7.0,1.0,1.57,3.3,6.0,H
1,0,4.0,3.0,2.2,3.0,3.2,H
1,0,3.0,1.0,1.66,3.25,5.0,H
1,0,3.0,1.0,2.6,2.87,2.7,H
2,3,8.0,5.0,1.4,3.75,8.0,A
1,2,4.0,9.0,2.25,3.0,3.1,A
1,2,3.0,6.0,1.9,3.0,4.0,A
0,0,5.0,3.0,3.25,3.0,2.3,D
4,0,7.0,1.0,2.1,2.8,4.0,H
0,1,2.0,6.0,3.4,2.87,2.3,A
1,1,6.0,5.0,1.3,4.5,9.5,D
2,0,3.0,4.0,1.72,3.1,5.5,H
1,2,5.0,6.0,1.8,3.1,5.0,A
3,1,7.0,4.0,1.9,3.0,3.8,H
1,1,3.0,1.0,2.1,3.0,3.25,D
